Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period
Table 24,Business priorities for the next five years,By business type,Developing and retaining staff,Maori authorities - primary industry (6-29 employees),Percent,60,2021
Table 24,Business priorities for the next five years,By business type,Maintaining or increasing productivity,Maori authorities - primary industry (6-29 employees),Percent,45,2021
Table 24,Business priorities for the next five years,By business type,Maintaining or increasing profitability,Maori authorities - primary industry (6-29 employees),Percent,75,2021
Table 24,Business priorities for the next five years,By business type,Maintaining or enhancing reputation,Maori authorities - primary industry (6-29 employees),Percent,10,2021
Table 24,Business priorities for the next five years,By business type,Minimising supply chain disruptions,Maori authorities - primary industry (6-29 employees),Percent,0,2021
Table 24,Business priorities for the next five years,By business type,Transitioning to exit (sale of business or retirement),Maori authorities - primary industry (6-29 employees),Percent,C,2021
Table 24,Business priorities for the next five years,By business type,Reducing greenhouse emissions,Maori authorities - primary industry (30 or more employees),Percent,50,2021
Table 24,Business priorities for the next five years,By business type,Preparing for changes in the physical environment as a result of climate change,Maori authorities - primary industry (30 or more employees),Percent,C,2021
Table 24,Business priorities for the next five years,By business type,Business expansion,Maori authorities - primary industry (30 or more employees),Percent,25,2021
Table 24,Business priorities for the next five years,By business type,Innovation of new products or processes,Maori authorities - primary industry (30 or more employees),Percent,25,2021
Table 24,Business priorities for the next five years,By business type,Developing and retaining staff,Maori authorities - primary industry (30 or more employees),Percent,50,2021
Table 24,Business priorities for the next five years,By business type,Maintaining or increasing productivity,Maori authorities - primary industry (30 or more employees),Percent,25,2021
Table 24,Business priorities for the next five years,By business type,Maintaining or increasing profitability,Maori authorities - primary industry (30 or more employees),Percent,75,2021
Table 24,Business priorities for the next five years,By business type,Maintaining or enhancing reputation,Maori authorities - primary industry (30 or more employees),Percent,0,2021
Table 24,Business priorities for the next five years,By business type,Minimising supply chain disruptions,Maori authorities - primary industry (30 or more employees),Percent,0,2021
Table 24,Business priorities for the next five years,By business type,Transitioning to exit (sale of business or retirement),Maori authorities - primary industry (30 or more employees),Percent,0,2021
Table 24,Business priorities for the next five years,By business type,Reducing greenhouse emissions,Maori authorities - other industries (6-29 employees),Percent,16,2021
Table 24,Business priorities for the next five years,By business type,Preparing for changes in the physical environment as a result of climate change,Maori authorities - other industries (6-29 employees),Percent,21,2021
